age_group,sex,education,income_group,race_group,obesity_rate,n
55-59,Male,Graduated high school,200k+,NH-Black,0.46875,32
70-74,Male,Graduated high school,35k-50k,Asian,0.0625,32
75-79,Female,Graduated college or technical school,35k-50k,AIAN,0.3125,32
75-79,Male,Attended college or technical school,<15k,Hispanic,0.28125,32
50-54,Female,Graduated college or technical school,15k-25k,AIAN,0.625,32
25-29,Male,Graduated high school,35k-50k,NHOPI,0.4375,32
75-79,Female,Did not graduate high school,15k-25k,AIAN,0.28125,32
40-44,Male,Attended college or technical school,<15k,AIAN,0.53125,32
45-49,Male,Attended college or technical school,50k-100k,NHOPI,0.65625,32
25-29,Female,Graduated high school,35k-50k,Asian,0.375,32
40-44,Female,Attended college or technical school,25k-35k,Asian,0.375,32
65-69,Female,Attended college or technical school,25k-35k,Asian,0.125,32
40-44,Male,Attended college or technical school,200k+,Other/Multiracial,0.5,32
70-74,Female,Attended college or technical school,25k-35k,Asian,0.1875,32
30-34,Male,Graduated college or technical school,100k-200k,AIAN,0.28125,32
30-34,Male,Graduated high school,100k-200k,Asian,0.28125,32
55-59,Male,Graduated college or technical school,50k-100k,NHOPI,0.40625,32
75-79,Female,Graduated college or technical school,15k-25k,Asian,0.1875,32
35-39,Female,Graduated college or technical school,<15k,Other/Multiracial,0.40625,32
50-54,Female,Did not graduate high school,<15k,Other/Multiracial,0.46875,32
80+,Female,Attended college or technical school,35k-50k,Asian,0.09375,32
50-54,Male,Did not graduate high school,15k-25k,Other/Multiracial,0.45161290322580644,31
70-74,Female,Graduated high school,25k-35k,Asian,0.03225806451612903,31
40-44,Male,Did not graduate high school,100k-200k,Hispanic,0.5806451612903226,31
30-34,Female,Graduated high school,25k-35k,Asian,0.3225806451612903,31
45-49,Male,Graduated college or technical school,<15k,NH-Black,0.45161290322580644,31
40-44,Male,Did not graduate high school,50k-100k,Other/Multiracial,0.41935483870967744,31
45-49,Female,Graduated high school,35k-50k,AIAN,0.5161290322580645,31
55-59,Male,Attended college or technical school,50k-100k,NHOPI,0.5483870967741935,31
35-39,Female,Graduated high school,100k-200k,Other/Multiracial,0.3870967741935484,31
50-54,Male,Did not graduate high school,35k-50k,NH-Black,0.3870967741935484,31
60-64,Male,Graduated college or technical school,<15k,Other/Multiracial,0.3548387096774194,31
65-69,Female,Attended college or technical school,100k-200k,Asian,0.0967741935483871,31
65-69,Female,Graduated high school,35k-50k,Asian,0.16129032258064516,31
18-24,Male,Did not graduate high school,50k-100k,NH-Black,0.2903225806451613,31
80+,Female,Did not graduate high school,15k-25k,AIAN,0.2903225806451613,31
60-64,Male,Graduated high school,25k-35k,Asian,0.25806451612903225,31
75-79,Male,Graduated high school,50k-100k,AIAN,0.41935483870967744,31
50-54,Male,Graduated high school,100k-200k,Asian,0.16129032258064516,31
45-49,Female,Attended college or technical school,25k-35k,Asian,0.22580645161290322,31
50-54,Female,Did not graduate high school,15k-25k,AIAN,0.6451612903225806,31
40-44,Female,Did not graduate high school,25k-35k,NH-Black,0.41935483870967744,31
50-54,Female,Graduated high school,15k-25k,Asian,0.12903225806451613,31
45-49,Male,Graduated high school,200k+,Hispanic,0.45161290322580644,31
55-59,Female,Graduated high school,15k-25k,NHOPI,0.41935483870967744,31
50-54,Female,Graduated high school,25k-35k,Asian,0.1935483870967742,31
60-64,Female,Graduated high school,25k-35k,Asian,0.16129032258064516,31
55-59,Male,Did not graduate high school,200k+,NH-White,0.3225806451612903,31
45-49,Female,Graduated college or technical school,25k-35k,Other/Multiracial,0.25806451612903225,31
40-44,Male,Graduated high school,15k-25k,Asian,0.12903225806451613,31
18-24,Female,Attended college or technical school,200k+,Hispanic,0.12903225806451613,31
55-59,Female,Graduated college or technical school,15k-25k,AIAN,0.41935483870967744,31
80+,Female,Attended college or technical school,25k-35k,Asian,0.0967741935483871,31
70-74,Male,Did not graduate high school,<15k,AIAN,0.3870967741935484,31
70-74,Female,Graduated high school,50k-100k,Asian,0.06451612903225806,31
75-79,Female,Graduated high school,50k-100k,Asian,0.1,30
75-79,Female,Graduated college or technical school,15k-25k,AIAN,0.36666666666666664,30
65-69,Male,Graduated college or technical school,<15k,Other/Multiracial,0.3333333333333333,30
18-24,Male,Attended college or technical school,50k-100k,NHOPI,0.16666666666666666,30
50-54,Male,Did not graduate high school,<15k,Other/Multiracial,0.36666666666666664,30
75-79,Female,Attended college or technical school,<15k,Other/Multiracial,0.4666666666666667,30
75-79,Female,Graduated high school,<15k,AIAN,0.3333333333333333,30
70-74,Male,Graduated high school,15k-25k,Asian,0.16666666666666666,30
50-54,Female,Graduated college or technical school,<15k,Other/Multiracial,0.6333333333333333,30
35-39,Female,Graduated high school,15k-25k,NHOPI,0.4666666666666667,30
30-34,Female,Graduated college or technical school,25k-35k,AIAN,0.6333333333333333,30
80+,Male,Graduated high school,25k-35k,Asian,0.06666666666666667,30
60-64,Male,Graduated college or technical school,25k-35k,AIAN,0.4666666666666667,30
50-54,Female,Graduated high school,100k-200k,Other/Multiracial,0.26666666666666666,30
75-79,Male,Graduated college or technical school,200k+,Hispanic,0.2,30
30-34,Female,Graduated college or technical school,<15k,Asian,0.06666666666666667,30
45-49,Male,Did not graduate high school,<15k,AIAN,0.36666666666666664,30
60-64,Female,Graduated high school,25k-35k,NHOPI,0.4,30
75-79,Female,Attended college or technical school,25k-35k,Asian,0.06666666666666667,30
80+,Female,Graduated high school,50k-100k,Hispanic,0.1,30
80+,Female,Graduated college or technical school,<15k,Hispanic,0.16666666666666666,30
80+,Female,Graduated college or technical school,15k-25k,AIAN,0.06666666666666667,30
55-59,Male,Attended college or technical school,200k+,Other/Multiracial,0.5,30
70-74,Male,Graduated college or technical school,100k-200k,AIAN,0.3333333333333333,30
55-59,Female,Graduated high school,25k-35k,Asian,0.06666666666666667,30
40-44,Female,Graduated college or technical school,25k-35k,AIAN,0.6333333333333333,30
35-39,Male,Did not graduate high school,200k+,NH-White,0.26666666666666666,30
65-69,Male,Graduated high school,<15k,Asian,0.13333333333333333,30
40-44,Male,Graduated high school,100k-200k,Asian,0.5,30
18-24,Female,Graduated college or technical school,50k-100k,AIAN,0.26666666666666666,30
80+,Male,Graduated college or technical school,15k-25k,Other/Multiracial,0.2,30
25-29,Male,Graduated college or technical school,100k-200k,AIAN,0.3333333333333333,30
65-69,Female,Did not graduate high school,50k-100k,Hispanic,0.3333333333333333,30
35-39,Male,Graduated college or technical school,100k-200k,NHOPI,0.4666666666666667,30
80+,Female,Graduated college or technical school,15k-25k,Asian,0.03333333333333333,30
70-74,Female,Graduated college or technical school,<15k,Asian,0.06666666666666667,30
60-64,Male,Graduated college or technical school,<15k,AIAN,0.4482758620689655,29
75-79,Male,Did not graduate high school,15k-25k,AIAN,0.3448275862068966,29
40-44,Female,Graduated high school,<15k,NHOPI,0.41379310344827586,29
80+,Male,Attended college or technical school,100k-200k,NH-Black,0.2413793103448276,29
55-59,Female,Graduated high school,35k-50k,Asian,0.06896551724137931,29
25-29,Male,Graduated college or technical school,15k-25k,Other/Multiracial,0.20689655172413793,29
35-39,Female,Graduated high school,50k-100k,NHOPI,0.4827586206896552,29
40-44,Female,Attended college or technical school,100k-200k,AIAN,0.3793103448275862,29
25-29,Female,Graduated college or technical school,15k-25k,Other/Multiracial,0.3448275862068966,29
70-74,Female,Graduated high school,<15k,Asian,0.10344827586206896,29
65-69,Male,Attended college or technical school,15k-25k,Asian,0.20689655172413793,29
35-39,Female,Did not graduate high school,25k-35k,NH-Black,0.4827586206896552,29
55-59,Male,Graduated college or technical school,15k-25k,Asian,0.13793103448275862,29
25-29,Male,Attended college or technical school,25k-35k,AIAN,0.27586206896551724,29
55-59,Female,Graduated high school,100k-200k,Other/Multiracial,0.3448275862068966,29
50-54,Female,Graduated college or technical school,200k+,AIAN,0.3103448275862069,29
45-49,Male,Graduated high school,100k-200k,AIAN,0.6206896551724138,29
55-59,Female,Graduated high school,35k-50k,NHOPI,0.6206896551724138,29
60-64,Male,Graduated college or technical school,50k-100k,NHOPI,0.41379310344827586,29
18-24,Male,Graduated college or technical school,<15k,NH-Black,0.1724137931034483,29
45-49,Female,Graduated high school,<15k,NHOPI,0.6896551724137931,29
75-79,Male,Graduated college or technical school,200k+,NH-Black,0.3793103448275862,29
30-34,Male,Graduated high school,<15k,Other/Multiracial,0.41379310344827586,29
40-44,Male,Attended college or technical school,200k+,NH-Black,0.4482758620689655,29
18-24,Male,Did not graduate high school,35k-50k,Other/Multiracial,0.27586206896551724,29
40-44,Female,Graduated high school,50k-100k,NHOPI,0.4827586206896552,29
30-34,Female,Graduated high school,15k-25k,Asian,0.13793103448275862,29
45-49,Male,Graduated college or technical school,<15k,Other/Multiracial,0.4827586206896552,29
40-44,Female,Graduated high school,15k-25k,Asian,0.1724137931034483,29
40-44,Male,Graduated college or technical school,15k-25k,Asian,0.1724137931034483,29
55-59,Female,Attended college or technical school,200k+,Hispanic,0.3448275862068966,29
50-54,Male,Graduated high school,200k+,NH-Black,0.6206896551724138,29
40-44,Male,Graduated college or technical school,200k+,AIAN,0.2413793103448276,29
55-59,Female,Graduated high school,<15k,NHOPI,0.5517241379310345,29
70-74,Male,Graduated college or technical school,25k-35k,AIAN,0.41379310344827586,29
80+,Female,Did not graduate high school,<15k,Other/Multiracial,0.25,28
35-39,Female,Attended college or technical school,100k-200k,AIAN,0.5357142857142857,28
80+,Female,Graduated high school,35k-50k,AIAN,0.21428571428571427,28
75-79,Female,Did not graduate high school,<15k,AIAN,0.32142857142857145,28
70-74,Female,Attended college or technical school,<15k,Asian,0.17857142857142858,28
50-54,Female,Did not graduate high school,35k-50k,NH-Black,0.5357142857142857,28
55-59,Female,Graduated college or technical school,<15k,AIAN,0.39285714285714285,28
50-54,Male,Graduated high school,100k-200k,AIAN,0.5357142857142857,28
35-39,Male,Graduated high school,<15k,AIAN,0.42857142857142855,28
60-64,Female,Attended college or technical school,35k-50k,NHOPI,0.39285714285714285,28
70-74,Female,Did not graduate high school,15k-25k,AIAN,0.35714285714285715,28
40-44,Female,Did not graduate high school,15k-25k,AIAN,0.5,28
50-54,Male,Graduated college or technical school,35k-50k,AIAN,0.5714285714285714,28
45-49,Female,Attended college or technical school,100k-200k,AIAN,0.5357142857142857,28
40-44,Male,Graduated high school,200k+,NH-Black,0.4642857142857143,28
80+,Male,Graduated college or technical school,200k+,Asian,0.07142857142857142,28
40-44,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.35714285714285715,28
30-34,Female,Graduated high school,25k-35k,NHOPI,0.6071428571428571,28
60-64,Male,Attended college or technical school,25k-35k,Asian,0.14285714285714285,28
30-34,Female,Graduated high school,15k-25k,NHOPI,0.35714285714285715,28
30-34,Female,Graduated college or technical school,<15k,Other/Multiracial,0.39285714285714285,28
70-74,Female,Graduated high school,100k-200k,NH-Black,0.35714285714285715,28
18-24,Male,Did not graduate high school,25k-35k,Other/Multiracial,0.32142857142857145,28
80+,Female,Attended college or technical school,35k-50k,AIAN,0.39285714285714285,28
25-29,Male,Attended college or technical school,100k-200k,AIAN,0.35714285714285715,28
55-59,Male,Attended college or technical school,35k-50k,Asian,0.25,28
55-59,Female,Attended college or technical school,35k-50k,Asian,0.21428571428571427,28
70-74,Male,Graduated college or technical school,<15k,Other/Multiracial,0.21428571428571427,28
45-49,Male,Graduated college or technical school,35k-50k,AIAN,0.4642857142857143,28
70-74,Male,Graduated high school,<15k,Asian,0.17857142857142858,28
35-39,Female,Graduated college or technical school,100k-200k,NHOPI,0.21428571428571427,28
50-54,Female,Attended college or technical school,100k-200k,AIAN,0.32142857142857145,28
35-39,Male,Did not graduate high school,<15k,AIAN,0.5,28
55-59,Male,Graduated high school,25k-35k,NHOPI,0.42857142857142855,28
50-54,Female,Attended college or technical school,15k-25k,Asian,0.17857142857142858,28
75-79,Female,Attended college or technical school,100k-200k,Other/Multiracial,0.32142857142857145,28
60-64,Female,Graduated college or technical school,<15k,AIAN,0.2222222222222222,27
50-54,Female,Graduated college or technical school,15k-25k,Asian,0.037037037037037035,27
30-34,Male,Graduated college or technical school,100k-200k,NHOPI,0.4074074074074074,27
25-29,Male,Graduated high school,15k-25k,NHOPI,0.6296296296296297,27
50-54,Male,Did not graduate high school,50k-100k,Other/Multiracial,0.3333333333333333,27
60-64,Female,Attended college or technical school,100k-200k,AIAN,0.5555555555555556,27
40-44,Female,Did not graduate high school,15k-25k,Other/Multiracial,0.5185185185185185,27
30-34,Female,Graduated high school,<15k,NHOPI,0.5555555555555556,27
45-49,Female,Attended college or technical school,15k-25k,Asian,0.1111111111111111,27
55-59,Female,Graduated college or technical school,100k-200k,NHOPI,0.37037037037037035,27
25-29,Female,Graduated high school,50k-100k,NHOPI,0.6666666666666666,27
55-59,Male,Graduated college or technical school,200k+,AIAN,0.25925925925925924,27
70-74,Female,Graduated high school,35k-50k,NHOPI,0.3333333333333333,27
70-74,Female,Graduated college or technical school,100k-200k,AIAN,0.2222222222222222,27
50-54,Female,Graduated high school,15k-25k,NHOPI,0.4074074074074074,27
55-59,Female,Graduated high school,25k-35k,NHOPI,0.4444444444444444,27
50-54,Male,Graduated college or technical school,<15k,Other/Multiracial,0.5555555555555556,27
18-24,Female,Attended college or technical school,200k+,Other/Multiracial,0.07407407407407407,27
18-24,Male,Graduated college or technical school,50k-100k,AIAN,0.25925925925925924,27
45-49,Male,Did not graduate high school,35k-50k,NH-Black,0.3333333333333333,27
18-24,Female,Graduated college or technical school,<15k,Other/Multiracial,0.18518518518518517,27
60-64,Female,Graduated college or technical school,<15k,Asian,0.037037037037037035,27
45-49,Female,Graduated college or technical school,15k-25k,Asian,0.18518518518518517,27
40-44,Male,Did not graduate high school,35k-50k,NH-Black,0.2222222222222222,27
25-29,Female,Graduated high school,35k-50k,NHOPI,0.6296296296296297,27
80+,Male,Graduated high school,50k-100k,Asian,0.037037037037037035,27
35-39,Male,Attended college or technical school,200k+,NH-Black,0.4444444444444444,27
